data_captura,conjunto,arquivo_origem,registro_hash,auditor,bairro,bairro_resp,categ_reg,cd_cvm,cep,cep_resp,cnpj_auditor,cnpj_cia,compl,compl_resp,controle_acionario,ddd_fax,ddd_fax_resp,ddd_tel,ddd_tel_resp,denom_comerc,denom_social,dt_cancel,dt_const,dt_ini_categ,dt_ini_resp,dt_ini_sit,dt_ini_sit_emissor,dt_reg,email,email_resp,fax,fax_resp,logradouro,logradouro_resp,motivo_cancel,mun,mun_resp,pais,pais_resp,resp,setor_ativ,sit,sit_emissor,tel,tel_resp,tp_ender,tp_merc,tp_resp,uf,uf_resp
2026-06-18,cvm_cadastro_companhias_abertas,,957f5d201cb0370fac8dedf5,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Industrial,VILA NOVA CONCEIÇÃO,Categoria A,14028,3800-19-70,4543011,61.562.112/0001-20,19.443.985/0001-58,Km 11,Nº 1327-16º ANDAR,PRIVADO,34,11,34,11,VALE FERTILIZANTES,VALE FERTILIZANTES S.A.,2011-12-23,1977-02-14,2010-01-01,2010-06-07,2011-12-23,1992-08-11,1992-08-11,felipe.aigner@valefert.com,felipe.aigner@valefert.com,3319-23-88,5112-26-75,Rod. Estrada da Cana,AV. PRES. JUSCELINO KUBITSCHEK,CANCELAMENTO VOLUNTÁRIO,UBERABA,SÃO PAULO,BRASIL,,MARCIO FELIPE MILHEIRO AIGNER,Petroquímicos e Borracha,CANCELADA,FASE OPERACIONAL,3319-21-00,5112-25-00,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,SP
2026-06-18,cvm_cadastro_companhias_abertas,,1461f03d1729970cb5506547,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Botafogo,Botafogo,Categoria A,4170,2225-01-45,2225-01-45,61.562.112/0001-20,33.592.510/0001-54,Salas 1101 1701 1801,19o andar,PRIVADO,,,21,21,VALE,VALE S.A.,,1942-06-01,2010-01-01,2024-11-29,1970-01-02,1970-01-02,1970-01-02,vale.ri@vale.com,dri.vale.sa@vale.com,,,"Torre Oscar Niemeyer, Praia de Botafogo nº 186","Praia de Botafogo, 186",,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,Marcelo Feriozzi Bacci,Extração Mineral,ATIVO,FASE OPERACIONAL,3485-39-00,3485-50-00,SEDE,BALCÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,910cb3db1c1d5180c1f1aa83,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Botafogo,Botafogo,Categoria A,4170,2225-01-45,2225-01-45,61.562.112/0001-20,33.592.510/0001-54,Salas 1101 1701 1801,19o andar,PRIVADO,,,21,21,VALE,VALE S.A.,,1942-06-01,2010-01-01,2024-11-29,1970-01-02,1970-01-02,1970-01-02,vale.ri@vale.com,dri.vale.sa@vale.com,,,"Torre Oscar Niemeyer, Praia de Botafogo nº 186","Praia de Botafogo, 186",,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,Marcelo Feriozzi Bacci,Extração Mineral,ATIVO,FASE OPERACIONAL,3485-39-00,3485-50-00,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,bc86b0d5b0fa7ad6ebee394f,"BKR - LOPES, MACHADO AUDITORES",Centro,CENTRO,Categoria A,16225,2003-00-21,2003-00-21,40.262.602/0001-31,01.772.313/0001-20,28º andar (parte),28º ANDAR (PARTE),PRIVADO HOLDING,21,21,21,21,VALETRON SA,VALETRON SA,2015-12-23,1997-04-14,2010-01-01,2010-01-12,2015-12-23,1997-04-23,1997-04-23,gar@opportunity.com.br,gar@opportunity.com.br,3804-34-80,3804-34-80,"Av. Presidente Wilson, nº 231",AV. PRESIDENTE WILSON Nº231,ELISÃO POR INCORPORAÇÃO,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,MARIA AMÁLIA DELFIM DE MELO COUTRIM,Emp. Adm. Part. - Sem Setor Principal,CANCELADA,FASE OPERACIONAL,3804-37-00,3804-37-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,09d95d5db80f2923d240905a,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Ipanema das Pedras,Consolação,Categoria A,20028,1805-24-45,1301100,61.366.936/0001-25,33.113.309/0001-47,511,"1601, 21º Andar",PRIVADO,21,,021,11,AMERICAN BANKNOTE COMPANY,VALID SOLUÇÕES S.A.,,1957-01-01,2010-01-01,2026-06-01,2006-04-12,2006-04-12,2006-04-12,ri@valid.com.br,walter.silva@valid.com,2195-83-95,,R. Laura Maiello Kook,Rua Consolação,,SOROCABA,SÃO PAULO,BRASIL,,Walter Vinicius Barreto Brito Silva,Comunicação e Informática,ATIVO,FASE OPERACIONAL,2195-72-00,996878762,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,6aebe6e11b68f18e739b587d,KPMG AUDITORES INDEPENDENTES LTDA.,BARREIRO BAIXO,BARREIRO,,8400,3064-00-10,3064-00-10,57.755.217/0001-29,17.170.150/0001-46,,,ESTRANGEIRO,31,31,31,31,MANNESMANN,VALLOUREC & MANNESMANN TUBES - V & M DOBRASIL,2000-10-03,,,1952-02-15,2000-10-03,,1952-02-15,msadf@mannesmann.com.br,msadf@mannesmann.com.br,3334471,3282699,AV OLINTO MEIRELES Nº 65,AVENIDA OLINTO MEIRELES Nº 65,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,CHRISTIAN ULRICH EHRENTRAUT,Metalurgia e Siderurgia,CANCELADA,,3282121,3282628,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,2ec29dd44c33420083a6d953,ROBERTO DREYFUSS & CIA SC,,,,11673,4719000,4719000,60.815.016/0001-84,61.076.055/0001-70,,,ESTRANGEIRO,,0011,11,11,VALMET,VALMET DO BRASIL S.A.,1989-10-12,,,1973-06-29,1989-10-12,,1973-06-29,,,,,"RUA VERBO DIVINO, 1601","RUA VERBO DIVINO, 1601",ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,SÃO PAULO,SÃO PAULO,BRASIL,,HARRI KALLE ANTERO HASSEL,"Máquinas, Equipamentos, Veículos e Peças",CANCELADA,,5213099,5213099,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,18971f5237a801da9eef3d21,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Itaim Bibi,Itaim Bibi,Categoria A,24716,4530001,4530001,61.562.112/0001-20,23.373.000/0001-32,6º andar,6º andar,PRIVADO,11,,11,11,"VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.","VAMOS LOCAÇÃO DE CAMINHÕES, MÁQUINAS E EQUIPAMENTOS S.A.",,2015-09-21,2019-04-30,2024-06-01,2019-04-30,2019-02-25,2019-04-30,,ri@grupovamos.com.br,3154-40-00,,"Rua Doutor Renato Paes de Barros, 1017","Rua Doutor Renato Paes de Barros, 1017",,SÃO PAULO,SÃO PAULO,BRASIL,,José Cezário Menezes de Barros Sobrinho,Serviços Transporte e Logística,ATIVO,FASE OPERACIONAL,2388-53-36,3154-40-00,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,
2026-06-18,cvm_cadastro_companhias_abertas,,65ba377f858f47d187977ca3,AUDITASSE AUDITORES INDEPENDENTES S/S,,,,14338,4534002,4534002,42.185.769/0001-71,42.582.049/0001-40,,,PRIVADO,11,0011,11,11,VANGUARDA,VANGUARDA CIA SEGUROS GERAIS,1994-09-02,,,1994-04-19,1994-09-02,,1994-04-19,,,8228547,8228547,R JOAQUIM FLORIANO 488/11 AND.,R JOAQUIM FLORIANO 488/11 AND,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,SÃO PAULO,SÃO PAULO,BRASIL,,LORILEU DOMANSKI,Seguradoras e Corretoras,CANCELADA,,8201044,8201044,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,3589c35f9c647e9e225aaba6,KPMG AUDITORES ASSOCIADOS,São João,CENTRO,Categoria A,18694,9024-00-40,2002-10-10,52.803.244/0001-06,03.634.795/0001-88,Sala 2,361 BLA,PRIVADO,51,21,51,21,VPSC,VARIG PARTIC. EM SERVIÇOS COMPLEMENTARES,2011-01-04,2000-01-28,2010-01-01,2010-03-12,2011-01-04,,2000-07-20,andreolli.araujo@sata.com.br,andreolli.araujo@sata.com.br,3358-70-00,3974-24-71,"Rua 18 de Novembro, 800",AV. ALMTE. SILVIO DE NORONHA,CANCELAMENTO DE OFÍCIO,PORTO ALEGRE,RIO DE JANEIRO,BRASIL,,ANDREOLLI PESTANA DE ARAUJO,Emp. Adm. Part. - Serviços Transporte e Logística,CANCELADA,,3358-70-00,3974-24-29,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,03d6a72f0932861482f5c478,KPMG AUDITORES ASSOCIADOS,São João,CENTRO,Categoria A,18686,9024-00-40,2002-10-10,52.803.244/0001-06,03.634.777/0001-04,Sala 2,362/BL 2 (SATA),PRIVADO HOLDING,51,21,51,21,VPTA,VARIG PARTICIPAÇÕES EM TRANSP AÉREOS S/A,2011-01-04,2000-01-28,2010-01-01,2010-03-10,2011-01-04,,2000-07-20,andreolli.araujo@sata.com.br,andreolli.araujo@sata.com.br,3358-70-00,3974-24-71,"Rua 18 de Novembro, 800",AV.ALMIRANTE SILVIO DE NORONHA,CANCELAMENTO DE OFÍCIO,PORTO ALEGRE,RIO DE JANEIRO,BRASIL,,ANDREOLLI PESTANA DE ARAUJO,Emp. Adm. Part. - Serviços Transporte e Logística,CANCELADA,,3358-70-00,3974-24-29,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,da1b9b26975948439d3dd687,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,CENTRO,BOTAFOGO,,17051,2009-00-03,2225-00-40,61.562.112/0001-20,02.424.122/0001-30,SALA 30,", SALA 203",ESTRANGEIRO,21,21,21,21,VASCO DA GAMA LICENCIAMENTOS,VASCO DA GAMA LICENCIAMENTOS S/A,2002-09-18,1998-03-04,,1998-04-29,2002-09-18,,1998-04-29,,,2588-80-99,5469801,AV. RIO BRANCO N. 01- 12º AND,"PRAIA DE BOTAFOGO 501, BLOCO 1",ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,BRUNO PAES,Emp. Adm. Participações,CANCELADA,,2588-80-98,5469811,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,9b1a1d771206d796ca51b400,KPMG AUDITORES INDEPENDENTES LTDA.,VILA OLIMPIA,VILA OLIMPIA,Categoria A,14540,4551903,4551903,57.755.217/0001-29,00.095.147/0001-02,3º andar sala 1,BLOCO 4,PRIVADO,19,11,19,11,VBC ENERGIA S.A.,VBC ENERGIA SA,2011-11-07,1994-06-08,2010-01-01,2009-03-05,2011-11-07,1994-08-30,1994-08-30,elaine.aguirre@camargocorrea.com.br,elaine.aguirre@camargocorrea.com.br,3471-58-49,5506-14-06,RUA FUNCHAL Nº 160,"RUA FUNCHAL, 160",CANCELAMENTO DE OFÍCIO,SÃO PAULO,SÃO PAULO,BRASIL,,RODRIGO CARDOSO BARBOSA,Emp. Adm. Part. - Energia Elétrica,CANCELADA,FASE OPERACIONAL,3471-58-49,5102-70-50,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,f5d569111bc8ec011a87071f,RUHTRA S/C,MOOCA,MOOCA,,17345,1515000,1515000,33.017.310/0001-78,01.832.326/0001-48,IO 1,IO 1,ESTRANGEIRO,11,11,11,11,VEGA,VEGA ENGENHARIA AMBIENTAL SA,2002-03-06,1997-04-01,,1998-06-02,2002-03-06,,1998-06-02,vega@vega.com.br,lradel@vega.com.br,6165-35-61,6165-35-61,"PRAÇA ALBERTO LION, 366 - PRÉD","PRAÇA ALBERTO LION, 366 - PRÉD",ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,SÃO PAULO,SÃO PAULO,BRASIL,,LUCAS QUINTAS RADEL,Serviços em Geral,CANCELADA,,6165-35-00,6165-35-74,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,35877fabe840bff90380c1ee,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Saco Grande,Auxiliadora,Categoria B,24767,8803-20-05,9048-00-00,61.562.112/0001-20,06.016.348/0001-53,"Sala 302, Jurere A",Sala 701 - Parte 4,PRIVADO,5511,,51,48,VENTOS DO SUL ENERGIA S.A.,VENTOS DO SUL ENERGIA S.A.,2026-01-27,2003-09-30,2019-09-12,2024-07-25,2026-01-27,2019-07-09,2019-09-12,ri@statkraft.com,ri@statkraft.com,2118-58-18,,"Rodovia José Carlos Daux n 5500, KM 5","Avenida Carlos Gomes, 222",CANCELAMENTO VOLUNTÁRIO,FLORIANÓPOLIS,PORTO ALEGRE,BRASIL,,Leoze Lobo Maia Júnior,Energia Elétrica,CANCELADA,FASE OPERACIONAL,2118-58-00,3877-86-11,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SC,
2026-06-18,cvm_cadastro_companhias_abertas,,ae06138c052c65a8c49c6a8e,PAULO DE TARSO BORGES RAMOS,JARDIM AMéRICA,JD. HIGIENÓPOLIS,Categoria B,24309,1430001,8601-50-10,00.038.438/1786-34,24.241.659/0001-06,,,PRIVADO,27,0,27,43,VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S.A.,VENTURE CAPITAL PARTICIPAÇÕES E INVESTIMENTOS S.A.,2021-08-19,2016-02-23,2017-12-12,2021-04-26,2021-08-19,2017-10-10,2017-12-12,fabio@vciholding.com,bernardo@vcisa.com,3421-61-90,0,AV BRASIL 1964 - 0,"AV. HIGIENÓPOLIS, 199 - SALA 2",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,LONDRINA,,,BERNARDO LUIZ PALUDO SPERANDIO,Emp. Adm. Part. - Hospedagem e Turismo,CANCELADA,FASE PRÉ-OPERACIONAL,3421-61-90,3354-17-56,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,PR
2026-06-18,cvm_cadastro_companhias_abertas,,559643f760ed605f45133209,RUHTRA S/C,CENTRO,,,2291,2002-00-50,2007-50-00,33.017.310/0001-78,42.274.597/0001-02,,,PRIVADO,21,0021,21,21,CBPI,VEPLAN SA,2005-03-22,,,1977-07-20,2005-03-22,,1977-07-20,,,2215-20-79,5213242,AV CHURCHILL 109/1301,R BUENOS AIRES 68/19 ANDAR,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,GERALDO REZENDE BARBOSA MELLO,Crédito Imobiliário,CANCELADA,,2215-20-79,2875566,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,70c3220452668bd8fa8c39bf,UNITY AUDITORES INDEPENDENTES,Pinheiros,VILA NOVA CONCEIÇÃO,Categoria B,25054,5422001,4506000,11.801.292/0001-88,36.243.187/0001-00,870 - CJ 51,1º ANDAR CJ 12,PRIVADO,,,11,11,VERO CAPITAL MARKETS S.A.,VERO CAPITAL MARKETS S.A.,2022-06-30,2019-12-13,2020-08-12,2019-12-13,2022-06-30,2020-05-11,2020-08-12,fernando.brasileiro@verocapital.com.br,financeiro@truesecuritizadora.com.br,,,Rua dos Pinheiros,"AVENIDA SANTO AMARO, 48",Migração de Registro (Resolução n° 60),SÃO PAULO,SÃO PAULO,EGITO,,ARLEY CUST+DIO FONSECA,Securitização de Recebíveis,CANCELADA,FASE PRÉ-OPERACIONAL,3071-44-75,3071-44-75,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,7b877fb0757130441354e062,KPMG AUDITORES INDEPENDENTES LTDA.,Pinheiros,Pinheiros,Categoria A,26409,5425902,5425902,57.755.217/0001-29,31.748.174/0001-60,13º andar,13º andar,PRIVADO,,,11,11,VERO S.A.,VERO S.A.,,2018-10-11,2021-11-26,2026-01-09,2021-11-26,2021-08-18,2021-11-26,ri@verointernet.com.br,ri@verointernet.com.br,,,"Av. Dra. Ruth Cardoso, 7221","Av. Dra. Ruth Cardoso, 7221",,SÃO PAULO,SÃO PAULO,BRASIL,,Ricardo Rocha Perrone,Telecomunicações,ATIVO,FASE OPERACIONAL,3956-32-98,3956-32-98,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,7c832e0e6247dbc05fa94084,TERCO AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,JARDIM PAULISTANO,JARDIM PAULISTANO,,16047,1452001,1452001,00.326.016/0001-99,01.327.874/0001-10,13O. ANDAR,13º ANDAR,PRIVADO,11,11,11,11,VERPAR,VERPAR CENTROS COMERCIAIS SA,2009-11-09,1996-01-01,,2002-07-31,2009-11-09,,1997-01-14,sergio@verpar.com.br,sergio@verpar.com.br,2182-09-37,2182-09-37,AV. BRIGADEIRO FARIA LIMA 2055,AV. BRIGADEIRO FARIA LIMA 2055,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,SÃO PAULO,SÃO PAULO,BRASIL,,SÉRGIO DE PAIVA VERÍSSIMO,Emp. Adm. Part. - Comércio (Atacado e Varejo),CANCELADA,,2182-09-16,2182-09-16,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,6708aa2b9a224818dd0683ff,KPMG AUDITORES INDEPENDENTES LTDA.,Pinheiros,PINHEIROS,Categoria B,23990,5407003,5407003,57.755.217/0001-29,25.005.683/0001-09,7º andar,7º ANDAR,PRIVADO,11,11,11,11,VERT COMPANHIA SECURITIZADORA,VERT COMPANHIA SECURITIZADORA,2022-06-30,2016-05-24,2016-08-25,2019-04-01,2022-06-30,2016-07-06,2016-08-25,dri@vertcap.com.br,dri@vert-capital.com,3385-18-00,3385-18-00,"Rua Cardeal Arcoverde, 2365","RUA CARDEAL ARCOVERDE, 2365",Migração de Registro (Resolução n° 60),SÃO PAULO,SÃO PAULO,BRASIL,,VICTORIA DE SÁ,Securitização de Recebíveis,CANCELADA,FASE PRÉ-OPERACIONAL,3385-18-00,3385-18-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,e412590ea455d55931e6f356,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.,PINHEIROS,PINHEIROS,Categoria B,26751,,5407003,10.830.108/0001-65,42.945.876/0001-50,7º ANDAR,7º ANDAR,PRIVADO,,0,11,11,VERT-10 CIA SECURITIZADORA DE CREDITOS FINANCEIROS,VERT-10 CIA SECURITIZADORA DE CREDITOS FINANCEIROS,2022-06-30,2021-07-23,2022-04-04,2021-08-05,2022-06-30,2022-02-11,2022-04-04,dri_vert10@vert-capital.com,dri_vert10@vert-capital.com,,0,RUA CARDEAL ARCOVERDE 2365,"RUA CARDEAL ARCOVERDE, Nº 2365",Migração de Registro (Resolução n° 60),SÃO PAULO,SÃO PAULO,,,VICTORIA DE SÁ,Securitização de Recebíveis,CANCELADA,FASE PRÉ-OPERACIONAL,3385-18-00,3385-18-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,8042a051a551a58c53abe895,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.,PINHEIROS,PINHEIROS,Categoria B,26778,5407003,5407003,10.830.108/0001-65,42.937.550/0001-81,7¦ ANDAR,7¦ ANDAR,PRIVADO,,,,11,VERT-11 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS E COMERCIAIS,VERT-11 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS E COMERCIAIS,2022-06-30,2021-07-23,2022-05-09,2021-08-12,2022-06-30,2022-02-24,2022-05-09,,dri_vert11@vert-capital.com,,,RUA CARDEAL ARCOVERDE 2365,"RUA CARDEAL ARCOVERDE, 2365",Migração de Registro (Resolução n° 60),SÃO PAULO,SÃO PAULO,,,VICTORIA DE S-,Securitização de Recebíveis,CANCELADA,FASE OPERACIONAL,,3385-18-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,21b66483d794e40d8981c06b,GRANT THORNTON AUDITORES INDEPENDENTES LTDA.,PINHEIROS,PINHEIROS,Categoria B,26450,5407003,5407003,10.830.108/0001-65,42.938.083/0001-04,7° ANDAR,7° ANDAR,PRIVADO,,0,11,11,VERT-9 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS,VERT-9 COMPANHIA SECURITIZADORA DE CRÉDITOS FINANCEIROS,2022-06-30,2021-07-23,2021-12-07,2021-08-05,2022-06-30,2021-10-05,2021-12-07,dri_vert9@vert-capital.com,dri_vert9@vert-capital.com,,0,RUA CARDEAL ARCOVERDE 2365,RUA CARDEAL ARCOVERDE 2365,Migração de Registro (Resolução n° 60),SÃO PAULO,SÃO PAULO,,,VICTORIA DE SÁ,Securitização de Recebíveis,CANCELADA,FASE PRÉ-OPERACIONAL,3385-18-00,3385-18-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,4a1d0711a9d14d89b0b5f14c,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,Vila Leopoldina,Vila Leopoldina,Categoria A,21440,5313020,5313020,49.928.567/0001-11,49.669.856/0001-43,405,405,PRIVADO,11,,011,11,LE LIS BLANC DEUX,VESTE SA ESTILO,,1982-01-01,2010-01-01,2023-05-12,2008-04-18,2008-04-18,2008-04-18,ri@veste.com,ri@veste.com,2149-26-81,,Rua Othão,Rua Othão,,SÃO PAULO,SÃO PAULO,BRASIL,,Elisa Bastos de Lima,Emp. Adm. Part. - Comércio (Atacado e Varejo),ATIVO,FASE OPERACIONAL,2149-25-00,4860-85-00,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,29f56bb98cc175a0e64a9bf3,KPMG AUDITORES INDEPENDENTES LTDA.,Batel,Batel,Categoria B,27936,8025-00-85,8025-00-85,57.755.217/0001-29,47.155.252/0001-53,Conj. 1201 Andar 12,Conj. 1201 Andar 12,PRIVADO,,,43,43,VIA ARAUCÁRIA CONCESSIONÁRIA DE RODOVIAS S.A.,VIA ARAUCÁRIA CONCESSIONÁRIA DE RODOVIAS S.A.,,2022-07-12,2025-06-30,2023-12-18,2025-10-10,2025-06-30,2025-10-10,faleconosco@viaaraucaria.com.br,gilson.carvalho@ibhservicos.com.br,,,"Av Sete de Setembro, 4476","Av Sete de Setembro, 4476",,CURITIBA,CURITIBA,BRASIL,,Gilson de Oliveira Carvalho,Serviços Transporte e Logística,ATIVO,FASE OPERACIONAL,3021-30-60,3021-30-60,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,PR,PR
2026-06-18,cvm_cadastro_companhias_abertas,,61525fae72282b7c1af0b409,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Setor Comercial,Setor Residencial,Categoria B,26913,7855-00-31,7855-00-31,61.562.112/0001-20,44.067.725/0001-72,,Setor Residencial Su,PRIVADO,,,43,14,VIA BRASIL BR 163 CONCESSIONÁRIA DE RODOVIAS S.A.,VIA BRASIL BR 163 CONCESSIONARIA DE RODOVIAS S.A.,,2021-09-28,2022-03-30,2025-09-10,2022-08-10,2022-03-30,2022-08-10,ri@viabrasilbr163.com.br,ismael.rosa@viabrasilbr163.com.br,,,"Avenida das Sibipirunas, 2957",Avenida Sibipirunas nº2957,,SINOP,SINOP,BRASIL,,Ismael Rosa,Serviços Transporte e Logística,ATIVO,FASE PRÉ-OPERACIONAL,991335485,998259542,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MT,
2026-06-18,cvm_cadastro_companhias_abertas,,bb1b92f2fd1dece7007423fc,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,Caminho das Árvores,Caminho das Arvores,Categoria B,22926,4182-06-65,4182-06-65,61.562.112/0001-20,10.670.314/0001-55,nº 106,106,PRIVADO,71,,71,71,VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA,VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA,2025-05-29,2009-02-18,2012-08-24,2022-05-12,2025-05-29,2011-12-15,2012-08-24,marcelo.souza@viabahiasa.com.br,marcelo.souza@viabahiasa.com.br,3025-98-06,,Rua do Jaracatia Edif. JBB Center Loja 01 a 11 Sala 01 a 10,Rua do Jaracatia,CANCELAMENTO VOLUNTÁRIO,SALVADOR,SALVADOR,BRASIL,,José Pedro Guerreiro Bartolomeu,Serviços Transporte e Logística,CANCELADA,FASE OPERACIONAL,3025-98-00,3025-98-82,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,BA,BA
2026-06-18,cvm_cadastro_companhias_abertas,,151b1408752fae76e7eec09d,PGBR RODYO'S AUDITORES INDEPENDENTES S.S.,AEROPORTO,,Categoria A,11703,4626910,,60.881.356/0001-03,60.703.923/0001-31,S/N,,PRIVADO,11,,11,,VIAÇÃO AÉREA SÃO PAULO S/A - VASP,VIACAO AEREA S PAULO SA VASP,2010-01-04,1933-11-04,2010-01-01,,2010-01-04,,1982-09-28,dwcontcuste@vasp.com.br,,5542-08-80,,"PRAÇA COMANDANTE LINEU GOMES,",,CANCELAMENTO DE OFÍCIO,SÃO PAULO,,BRASIL,,,Serviços Transporte e Logística,CANCELADA,,5532-30-00,,SEDE,,,SP,
2026-06-18,cvm_cadastro_companhias_abertas,,7a3a2933c05bae0b94f7edd4,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,JARDIM JOQUEI CLUBE,ITAIM BIBI,Categoria B,21830,1407-90-00,4543011,49.928.567/0001-11,02.366.097/0001-86,PISTA NORTE,9º ANDAR,PRIVADO HOLDING,16,011,16,011,VIANORTE S/A,VIANORTE S/A,2018-06-12,1998-02-09,2010-01-01,2017-03-03,2018-06-12,2009-11-27,2009-11-27,raquel.mora@arteris.com.br,ri@arteris.com.br,2102-42-00,3074-24-05,"VIA ANHANGUERA, KM 312,2",AV.PRES.JUSC KUBITSCHEK 1455,CANCELAMENTO VOLUNTÁRIO,RIBEIRÃO PRETO,SÃO PAULO,BRASIL,,JUAN GABRIEL LOPEZ MORENO,Serviços Transporte e Logística,CANCELADA,FASE OPERACIONAL,2102-42-82,3074-24-72,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,
